density_sample_id,hole_id,dataset_id,project_id,campaign_id,from_m,to_m,length_m,density_t_m3
PN-C02-020-D0007,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,162.765460705,163.765460705,1.000000000,2.643598207
PN-C02-020-D0008,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,187.765460705,188.765460705,1.000000000,2.618124449
PN-C02-020-D0009,PN-C02-020,DS02,pampa_norte,CAMPAIGN_02,212.765460705,213.765460705,1.000000000,2.627332824
PN-C02-021-D0001,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,15.045209098,16.045209098,1.000000000,2.660638190
PN-C02-021-D0002,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,40.045209098,41.045209098,1.000000000,2.646836184
PN-C02-021-D0003,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,65.045209098,66.045209098,1.000000000,2.651635848
PN-C02-021-D0004,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,90.045209098,91.045209098,1.000000000,2.624674289
PN-C02-021-D0005,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,115.045209098,116.045209098,1.000000000,2.649264185
PN-C02-021-D0006,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,140.045209098,141.045209098,1.000000000,2.648103816
PN-C02-021-D0007,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,165.045209098,166.045209098,1.000000000,2.630697937
PN-C02-021-D0008,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,190.045209098,191.045209098,1.000000000,2.642944073
PN-C02-021-D0009,PN-C02-021,DS02,pampa_norte,CAMPAIGN_02,215.045209098,216.045209098,1.000000000,2.620698003
PN-C02-022-D0001,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,11.652441505,12.652441505,1.000000000,2.630834372
PN-C02-022-D0002,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,36.652441505,37.652441505,1.000000000,2.638950145
PN-C02-022-D0003,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,61.652441505,62.652441505,1.000000000,2.626333465
PN-C02-022-D0004,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,86.652441505,87.652441505,1.000000000,2.620415571
PN-C02-022-D0005,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,111.652441505,112.652441505,1.000000000,2.648014343
PN-C02-022-D0006,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,136.652441505,137.652441505,1.000000000,2.639238147
PN-C02-022-D0007,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,161.652441505,162.652441505,1.000000000,2.640107735
PN-C02-022-D0008,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,186.652441505,187.652441505,1.000000000,2.628447074
PN-C02-022-D0009,PN-C02-022,DS02,pampa_norte,CAMPAIGN_02,211.652441505,212.652441505,1.000000000,2.647452804
PN-C02-023-D0001,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,15.901240058,16.901240058,1.000000000,2.698001629
PN-C02-023-D0002,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,40.901240058,41.901240058,1.000000000,2.738649740
PN-C02-023-D0003,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,65.901240058,66.901240058,1.000000000,2.728964034
PN-C02-023-D0004,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,90.901240058,91.901240058,1.000000000,2.649871014
PN-C02-023-D0005,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,115.901240058,116.901240058,1.000000000,2.648541113
PN-C02-023-D0006,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,140.901240058,141.901240058,1.000000000,2.609369729
PN-C02-023-D0007,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,165.901240058,166.901240058,1.000000000,2.671861027
PN-C02-023-D0008,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,190.901240058,191.901240058,1.000000000,2.686657432
PN-C02-023-D0009,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,215.901240058,216.901240058,1.000000000,2.642586324
PN-C02-023-D0010,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,240.901240058,241.901240058,1.000000000,2.659555330
PN-C02-023-D0011,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,265.901240058,266.901240058,1.000000000,2.674176981
PN-C02-023-D0012,PN-C02-023,DS02,pampa_norte,CAMPAIGN_02,290.901240058,291.901240058,1.000000000,2.617744841
PN-C02-024-D0001,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,17.418728387,18.418728387,1.000000000,2.712765480
PN-C02-024-D0002,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,42.418728387,43.418728387,1.000000000,2.714393268
PN-C02-024-D0003,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,67.418728387,68.418728387,1.000000000,2.723810880
PN-C02-024-D0004,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,92.418728387,93.418728387,1.000000000,2.724291626
PN-C02-024-D0005,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,117.418728387,118.418728387,1.000000000,2.699449367
PN-C02-024-D0006,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,142.418728387,143.418728387,1.000000000,2.737745532
PN-C02-024-D0007,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,167.418728387,168.418728387,1.000000000,2.751198365
PN-C02-024-D0008,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,192.418728387,193.418728387,1.000000000,2.733629712
PN-C02-024-D0009,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,217.418728387,218.418728387,1.000000000,2.725280715
PN-C02-024-D0010,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,242.418728387,243.418728387,1.000000000,2.648556241
PN-C02-024-D0011,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,267.418728387,268.418728387,1.000000000,2.610114996
PN-C02-024-D0012,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,292.418728387,293.418728387,1.000000000,2.675428521
PN-C02-024-D0013,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,317.418728387,318.418728387,1.000000000,2.626611638
PN-C02-024-D0014,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,342.418728387,343.418728387,1.000000000,2.640873507
PN-C02-024-D0015,PN-C02-024,DS02,pampa_norte,CAMPAIGN_02,367.418728387,368.418728387,1.000000000,2.636407763
PN-C02-025-D0001,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,3.454750231,4.454750231,1.000000000,2.174556354
PN-C02-025-D0002,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,28.454750231,29.454750231,1.000000000,2.720432092
PN-C02-025-D0003,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,53.454750231,54.454750231,1.000000000,2.702082069
PN-C02-025-D0004,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,78.454750231,79.454750231,1.000000000,2.654320071
PN-C02-025-D0005,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,103.454750231,104.454750231,1.000000000,2.617714845
PN-C02-025-D0006,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,128.454750231,129.454750231,1.000000000,2.679143897
PN-C02-025-D0007,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,153.454750231,154.454750231,1.000000000,2.608052126
PN-C02-025-D0008,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,178.454750231,179.454750231,1.000000000,2.651252789
PN-C02-025-D0009,PN-C02-025,DS02,pampa_norte,CAMPAIGN_02,203.454750231,204.454750231,1.000000000,2.629883562
PN-C02-026-D0001,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,22.067546939,23.067546939,1.000000000,2.641686578
PN-C02-026-D0002,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,47.067546939,48.067546939,1.000000000,2.637604574
PN-C02-026-D0003,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,72.067546939,73.067546939,1.000000000,2.654142616
PN-C02-026-D0004,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,97.067546939,98.067546939,1.000000000,2.652469186
PN-C02-026-D0005,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,122.067546939,123.067546939,1.000000000,2.611829191
PN-C02-026-D0006,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,147.067546939,148.067546939,1.000000000,2.662708042
PN-C02-026-D0007,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,172.067546939,173.067546939,1.000000000,2.675886575
PN-C02-026-D0008,PN-C02-026,DS02,pampa_norte,CAMPAIGN_02,197.067546939,198.067546939,1.000000000,2.641896495
PN-C02-027-D0001,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,7.502063942,8.502063942,1.000000000,2.171015539
PN-C02-027-D0002,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,32.502063942,33.502063942,1.000000000,2.645411889
PN-C02-027-D0003,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,57.502063942,58.502063942,1.000000000,2.626585036
PN-C02-027-D0004,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,82.502063942,83.502063942,1.000000000,2.609658939
PN-C02-027-D0005,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,107.502063942,108.502063942,1.000000000,2.633428392
PN-C02-027-D0006,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,132.502063942,133.502063942,1.000000000,2.669119453
PN-C02-027-D0007,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,157.502063942,158.502063942,1.000000000,2.640804451
PN-C02-027-D0008,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,182.502063942,183.502063942,1.000000000,2.648977058
PN-C02-027-D0009,PN-C02-027,DS02,pampa_norte,CAMPAIGN_02,207.502063942,208.502063942,1.000000000,2.643507629
PN-C02-028-D0001,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,0.249287590,1.249287590,1.000000000,2.204328724
PN-C02-028-D0002,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,25.249287590,26.249287590,1.000000000,2.694036276
PN-C02-028-D0003,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,50.249287590,51.249287590,1.000000000,2.720836070
PN-C02-028-D0004,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,75.249287590,76.249287590,1.000000000,2.612400463
PN-C02-028-D0005,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,100.249287590,101.249287590,1.000000000,2.661482250
PN-C02-028-D0006,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,125.249287590,126.249287590,1.000000000,2.621038076
PN-C02-028-D0007,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,150.249287590,151.249287590,1.000000000,2.643155042
PN-C02-028-D0008,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,175.249287590,176.249287590,1.000000000,2.638410829
PN-C02-028-D0009,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,200.249287590,201.249287590,1.000000000,2.628105438
PN-C02-028-D0010,PN-C02-028,DS02,pampa_norte,CAMPAIGN_02,225.249287590,226.249287590,1.000000000,2.713577517
PN-C02-029-D0001,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,2.859016900,3.859016900,1.000000000,2.185629279
PN-C02-029-D0002,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,27.859016900,28.859016900,1.000000000,2.685588868
PN-C02-029-D0003,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,52.859016900,53.859016900,1.000000000,2.682318908
PN-C02-029-D0004,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,77.859016900,78.859016900,1.000000000,2.678959548
PN-C02-029-D0005,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,102.859016900,103.859016900,1.000000000,2.715241807
PN-C02-029-D0006,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,127.859016900,128.859016900,1.000000000,2.736112585
PN-C02-029-D0007,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,152.859016900,153.859016900,1.000000000,2.640905302
PN-C02-029-D0008,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,177.859016900,178.859016900,1.000000000,2.648840026
PN-C02-029-D0009,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,202.859016900,203.859016900,1.000000000,2.645199624
PN-C02-029-D0010,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,227.859016900,228.859016900,1.000000000,2.639721577
PN-C02-029-D0011,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,252.859016900,253.859016900,1.000000000,2.606216388
PN-C02-029-D0012,PN-C02-029,DS02,pampa_norte,CAMPAIGN_02,277.859016900,278.859016900,1.000000000,2.648223498
PN-C02-030-D0001,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,13.668312514,14.668312514,1.000000000,2.738640464
PN-C02-030-D0002,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,38.668312514,39.668312514,1.000000000,2.691490620
PN-C02-030-D0003,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,63.668312514,64.668312514,1.000000000,2.722388363
PN-C02-030-D0004,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,88.668312514,89.668312514,1.000000000,2.702890939
PN-C02-030-D0005,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,113.668312514,114.668312514,1.000000000,2.712408411
PN-C02-030-D0006,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,138.668312514,139.668312514,1.000000000,2.749909597
PN-C02-030-D0007,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,163.668312514,164.668312514,1.000000000,2.724249795
PN-C02-030-D0008,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,188.668312514,189.668312514,1.000000000,2.660825162
PN-C02-030-D0009,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,213.668312514,214.668312514,1.000000000,2.715082167
PN-C02-030-D0010,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,238.668312514,239.668312514,1.000000000,2.728497937
PN-C02-030-D0011,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,263.668312514,264.668312514,1.000000000,2.677670929
PN-C02-030-D0012,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,288.668312514,289.668312514,1.000000000,2.653369335
PN-C02-030-D0013,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,313.668312514,314.668312514,1.000000000,2.669880786
PN-C02-030-D0014,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,338.668312514,339.668312514,1.000000000,2.639531874
PN-C02-030-D0015,PN-C02-030,DS02,pampa_norte,CAMPAIGN_02,363.668312514,364.668312514,1.000000000,2.693926212
PN-C03-001-D0001,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,14.558800755,15.558800755,1.000000000,2.620298018
PN-C03-001-D0002,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,39.558800755,40.558800755,1.000000000,2.619502509
PN-C03-001-D0003,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,64.558800755,65.558800755,1.000000000,2.630939498
PN-C03-001-D0004,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,89.558800755,90.558800755,1.000000000,2.615536639
PN-C03-001-D0005,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,114.558800755,115.558800755,1.000000000,2.634084825
PN-C03-001-D0006,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,139.558800755,140.558800755,1.000000000,2.646205924
PN-C03-001-D0007,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,164.558800755,165.558800755,1.000000000,2.630834795
PN-C03-001-D0008,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,189.558800755,190.558800755,1.000000000,2.636095943
PN-C03-001-D0009,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,214.558800755,215.558800755,1.000000000,2.660455049
PN-C03-001-D0010,PN-C03-001,DS02,pampa_norte,CAMPAIGN_03,239.558800755,240.558800755,1.000000000,2.626757334
PN-C03-002-D0001,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,6.300798038,7.300798038,1.000000000,2.188666200
PN-C03-002-D0002,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,31.300798038,32.300798038,1.000000000,2.720772747
PN-C03-002-D0003,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,56.300798038,57.300798038,1.000000000,2.698166441
PN-C03-002-D0004,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,81.300798038,82.300798038,1.000000000,2.674977820
PN-C03-002-D0005,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,106.300798038,107.300798038,1.000000000,2.638391534
PN-C03-002-D0006,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,131.300798038,132.300798038,1.000000000,2.643211932
PN-C03-002-D0007,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,156.300798038,157.300798038,1.000000000,2.625821441
PN-C03-002-D0008,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,181.300798038,182.300798038,1.000000000,2.635165600
PN-C03-002-D0009,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,206.300798038,207.300798038,1.000000000,2.652365376
PN-C03-002-D0010,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,231.300798038,232.300798038,1.000000000,2.609202396
PN-C03-002-D0011,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,256.300798038,257.300798038,1.000000000,2.658378384
PN-C03-002-D0012,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,281.300798038,282.300798038,1.000000000,2.648932302
PN-C03-002-D0013,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,306.300798038,307.300798038,1.000000000,2.615649269
PN-C03-002-D0014,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,331.300798038,332.300798038,1.000000000,2.673754547
PN-C03-002-D0015,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,356.300798038,357.300798038,1.000000000,2.641057724
PN-C03-002-D0016,PN-C03-002,DS02,pampa_norte,CAMPAIGN_03,381.300798038,382.300798038,1.000000000,2.639547789
PN-C03-003-D0001,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,8.470666723,9.470666723,1.000000000,2.211626045
PN-C03-003-D0002,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,33.470666723,34.470666723,1.000000000,2.695140415
PN-C03-003-D0003,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,58.470666723,59.470666723,1.000000000,2.656970446
PN-C03-003-D0004,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,83.470666723,84.470666723,1.000000000,2.633127703
PN-C03-003-D0005,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,108.470666723,109.470666723,1.000000000,2.638970527
PN-C03-003-D0006,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,133.470666723,134.470666723,1.000000000,2.668397448
PN-C03-003-D0007,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,158.470666723,159.470666723,1.000000000,2.644902167
PN-C03-003-D0008,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,183.470666723,184.470666723,1.000000000,2.635435465
PN-C03-003-D0009,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,208.470666723,209.470666723,1.000000000,2.607957697
PN-C03-003-D0010,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,233.470666723,234.470666723,1.000000000,2.622219581
PN-C03-003-D0011,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,258.470666723,259.470666723,1.000000000,2.649523949
PN-C03-003-D0012,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,283.470666723,284.470666723,1.000000000,2.649504757
PN-C03-003-D0013,PN-C03-003,DS02,pampa_norte,CAMPAIGN_03,308.470666723,309.470666723,1.000000000,2.672859799
PN-C03-004-D0001,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,10.250450716,11.250450716,1.000000000,2.680858527
PN-C03-004-D0002,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,35.250450716,36.250450716,1.000000000,2.602321234
PN-C03-004-D0003,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,60.250450716,61.250450716,1.000000000,2.639748062
PN-C03-004-D0004,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,85.250450716,86.250450716,1.000000000,2.652695727
PN-C03-004-D0005,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,110.250450716,111.250450716,1.000000000,2.652035370
PN-C03-004-D0006,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,135.250450716,136.250450716,1.000000000,2.684576470
PN-C03-004-D0007,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,160.250450716,161.250450716,1.000000000,2.639947068
PN-C03-004-D0008,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,185.250450716,186.250450716,1.000000000,2.621895254
PN-C03-004-D0009,PN-C03-004,DS02,pampa_norte,CAMPAIGN_03,210.250450716,211.250450716,1.000000000,2.608732108
PN-C03-005-D0001,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,19.349432790,20.349432790,1.000000000,2.667408192
PN-C03-005-D0002,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,44.349432790,45.349432790,1.000000000,2.669540923
PN-C03-005-D0003,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,69.349432790,70.349432790,1.000000000,2.628251866
PN-C03-005-D0004,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,94.349432790,95.349432790,1.000000000,2.637558058
PN-C03-005-D0005,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,119.349432790,120.349432790,1.000000000,2.670334831
PN-C03-005-D0006,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,144.349432790,145.349432790,1.000000000,2.673485724
PN-C03-005-D0007,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,169.349432790,170.349432790,1.000000000,2.607505630
PN-C03-005-D0008,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,194.349432790,195.349432790,1.000000000,2.640173968
PN-C03-005-D0009,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,219.349432790,220.349432790,1.000000000,2.641088152
PN-C03-005-D0010,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,244.349432790,245.349432790,1.000000000,2.682357888
PN-C03-005-D0011,PN-C03-005,DS02,pampa_norte,CAMPAIGN_03,269.349432790,270.349432790,1.000000000,2.601689316
PN-C03-006-D0001,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,22.565804803,23.565804803,1.000000000,2.636197013
PN-C03-006-D0002,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,47.565804803,48.565804803,1.000000000,2.630531999
PN-C03-006-D0003,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,72.565804803,73.565804803,1.000000000,2.620532302
PN-C03-006-D0004,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,97.565804803,98.565804803,1.000000000,2.626215248
PN-C03-006-D0005,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,122.565804803,123.565804803,1.000000000,2.645704777
PN-C03-006-D0006,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,147.565804803,148.565804803,1.000000000,2.611350215
PN-C03-006-D0007,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,172.565804803,173.565804803,1.000000000,2.653606395
PN-C03-006-D0008,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,197.565804803,198.565804803,1.000000000,2.640223976
PN-C03-006-D0009,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,222.565804803,223.565804803,1.000000000,2.647037532
PN-C03-006-D0010,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,247.565804803,248.565804803,1.000000000,2.637115111
PN-C03-006-D0011,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,272.565804803,273.565804803,1.000000000,2.652407346
PN-C03-006-D0012,PN-C03-006,DS02,pampa_norte,CAMPAIGN_03,297.565804803,298.565804803,1.000000000,2.640843841
PN-C03-007-D0001,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,22.748477760,23.748477760,1.000000000,2.620399849
PN-C03-007-D0002,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,47.748477760,48.748477760,1.000000000,2.649496119
PN-C03-007-D0003,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,72.748477760,73.748477760,1.000000000,2.659595059
PN-C03-007-D0004,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,97.748477760,98.748477760,1.000000000,2.623049308
PN-C03-007-D0005,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,122.748477760,123.748477760,1.000000000,2.651592798
PN-C03-007-D0006,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,147.748477760,148.748477760,1.000000000,2.649653298
PN-C03-007-D0007,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,172.748477760,173.748477760,1.000000000,2.634294306
PN-C03-007-D0008,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,197.748477760,198.748477760,1.000000000,2.641850448
PN-C03-007-D0009,PN-C03-007,DS02,pampa_norte,CAMPAIGN_03,222.748477760,223.748477760,1.000000000,2.609691701
PN-C03-008-D0001,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,7.207535821,8.207535821,1.000000000,2.218134972
PN-C03-008-D0002,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,32.207535821,33.207535821,1.000000000,2.718995325
PN-C03-008-D0003,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,57.207535821,58.207535821,1.000000000,2.709870822
PN-C03-008-D0004,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,82.207535821,83.207535821,1.000000000,2.690549638
PN-C03-008-D0005,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,107.207535821,108.207535821,1.000000000,2.711693858
PN-C03-008-D0006,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,132.207535821,133.207535821,1.000000000,2.726536709
PN-C03-008-D0007,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,157.207535821,158.207535821,1.000000000,2.680170836
PN-C03-008-D0008,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,182.207535821,183.207535821,1.000000000,2.638677530
PN-C03-008-D0009,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,207.207535821,208.207535821,1.000000000,2.629053924
PN-C03-008-D0010,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,232.207535821,233.207535821,1.000000000,2.625223140
PN-C03-008-D0011,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,257.207535821,258.207535821,1.000000000,2.677011763
PN-C03-008-D0012,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,282.207535821,283.207535821,1.000000000,2.643662906
PN-C03-008-D0013,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,307.207535821,308.207535821,1.000000000,2.636902776
PN-C03-008-D0014,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,332.207535821,333.207535821,1.000000000,2.660633174
PN-C03-008-D0015,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,357.207535821,358.207535821,1.000000000,2.639566697
PN-C03-008-D0016,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,382.207535821,383.207535821,1.000000000,2.634384941
PN-C03-008-D0017,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,407.207535821,408.207535821,1.000000000,2.629136509
PN-C03-008-D0018,PN-C03-008,DS02,pampa_norte,CAMPAIGN_03,432.207535821,433.207535821,1.000000000,2.656804705
